Geneid	Chr	Start	End	Strand	Length	./NV-Ctrl1.sam	./NV-Ctrl2.sam	./NV-Ctrl3.sam	./NV-Ctrl4.sam	./NV-Ctrl5.sam	./NV-Oxi1.sam	./NV-Oxi2.sam	./NV-Oxi3.sam	./NV-Oxi4.sam	./NV-Oxi5.sam		Average Ctrl	Average Oxi	Percentage Oxi	Ctrl Percentage
gene1190	CP007536.1	948544	950169	-	1626	134	160	155	241	150	13	12	14	5	4		168	9.6		
gene1348	CP007536.1	1077012	1078235	-	1224	174	183	173	187	182	22	11	6	1	8		179.8	9.6		
gene2289	CP007536.1	1824473	1824947	+	475	185	246	174	158	179	17	15	1	15	0		188.4	9.6		
gene2378	CP007536.1	1905420	1906043	-	624	801	632	611	625	703	20	18	0	0	10		674.4	9.6		
gene2427	CP007536.1	1942037	1942615	+	579	1148	966	932	984	905	11	0	7	12	18		987	9.6		
gene2819	CP007536.1	2251217	2251408	+	192	290	331	229	306	288	17	10	15	0	6		288.8	9.6		
gene3011	CP007536.1	2393399	2394355	-	957	1158	976	895	1020	987	3	15	1	19	10		1007.2	9.6		
gene89	CP007536.1	68329	69160	-	832	2460	2073	1838	1790	2169	9	22	5	5	6		2066	9.4		
gene337	CP007536.1	275103	276575	+	1473	4047	3425	2851	2887	3927	0	10	1	14	22		3427.4	9.4		
gene619	CP007536.1	479137	480336	+	1200	1023	861	812	862	949	0	3	12	12	20		901.4	9.4		
gene1299	CP007536.1	1036389	1036742	-	354	891	723	616	799	720	18	5	2	17	5		749.8	9.4		
gene1423	CP007536.1	1134664	1135677	+	1014	2222	1742	1784	1745	1762	30	0	0	12	5		1851	9.4		
gene1787	CP007536.1	1433048	1433290	-	243	1151	1145	1005	1149	1049	17	4	9	0	17		1099.8	9.4		
gene2043	CP007536.1	1631918	1632646	-	729	983	852	1246	1619	606	8	13	16	6	4		1061.2	9.4		
gene2098	CP007536.1	1672008	1672634	+	627	693	643	597	807	799	0	19	18	6	4		707.8	9.4		
gene2172	CP007536.1	1732398	1732886	+	489	646	510	565	613	579	8	7	27	0	5		582.6	9.4		
gene2299	CP007536.1	1836260	1836949	+	690	283	312	247	233	235	18	13	8	5	3		262	9.4		
gene2506	CP007536.1	2003135	2003416	+	282	579	476	427	529	469	6	8	10	0	23		496	9.4		
gene2581	CP007536.1	2060681	2060902	-	222	88	70	75	98	96	13	0	8	19	7		85.4	9.4		
gene2657	CP007536.1	2114070	2114837	-	768	1027	886	785	854	944	10	17	4	0	16		899.2	9.4		
gene2887	CP007536.1	2300591	2301163	+	573	1478	1355	1291	1300	1288	3	3	0	24	17		1342.4	9.4		
gene3098	CP007536.1	2463272	2463481	-	210	1407	1325	1573	1308	1242	16	17	0	0	14		1371	9.4		
gene473	CP007536.1	373698	374729	-	1032	1260	1124	1025	1305	1148	5	0	3	29	9		1172.4	9.2		
gene862	CP007536.1	667698	668423	+	726	254	211	174	213	219	13	3	9	7	14		214.2	9.2		
gene1475	CP007536.1	1180848	1181288	-	441	3106	2820	2650	2623	2957	17	12	15	0	2		2831.2	9.2		
gene1975	CP007536.1	1582274	1582528	-	255	259	273	218	257	240	13	18	2	2	11		249.4	9.2		
gene2004	CP007536.1	1602042	1602200	+	159	500	364	346	492	435	0	15	4	21	6		427.4	9.2		
gene2133	CP007536.1	1700882	1701154	+	273	181	161	133	174	170	5	15	1	12	13		163.8	9.2		
gene2195	CP007536.1	1750104	1751381	+	1278	1337	1010	1046	1248	1163	21	2	3	8	12		1160.8	9.2		
gene2329	CP007536.1	1865157	1866785	+	1629	676	664	611	798	808	14	15	17	0	0		711.4	9.2		
gene2528	CP007536.1	2020623	2021309	-	687	2801	2546	2075	2386	2717	4	16	11	11	4		2505	9.2		
gene2689	CP007536.1	2141616	2142200	+	585	1366	1099	934	1112	1143	13	13	9	3	8		1130.8	9.2		
gene2928	CP007536.1	2330113	2330610	+	498	915	956	739	940	957	9	7	13	6	11		901.4	9.2		
gene2949	CP007536.1	2344400	2348098	+	3699	516	403	470	634	454	9	3	15	12	7		495.4	9.2		
gene2996	CP007536.1	2383097	2383396	+	300	3056	2472	2387	2320	3043	5	16	5	0	20		2655.6	9.2		
gene311	CP007536.1	251868	252341	-	474	3452	3225	2670	2563	3292	0	13	16	3	13		3040.4	9		
gene328	CP007536.1	267216	267902	-	687	685	522	563	477	535	14	3	6	16	6		556.4	9		
gene499	CP007536.1	391417	392805	+	1389	2694	2567	2292	2400	2259	2	0	2	24	17		2442.4	9		
gene717	CP007536.1	555246	555668	+	423	420	449	470	422	441	0	23	5	0	17		440.4	9		
gene735	CP007536.1	569485	570042	-	558	2054	1693	1298	1752	2021	5	34	0	0	6		1763.6	9		
gene928	CP007536.1	724746	725456	-	711	1696	1581	1285	1397	1704	15	0	22	8	0		1532.6	9		
gene1048	CP007536.1	836560	837174	+	615	247	226	161	201	231	4	19	5	5	12		213.2	9		
gene1129	CP007536.1	905385	906143	-	759	242	207	156	170	171	34	7	0	4	0		189.2	9		
gene1164	CP007536.1	927223	928578	-	1356	2378	2071	1949	2143	2455	15	7	2	16	5		2199.2	9		
gene1501	CP007536.1	1199290	1200666	-	1377	228	182	151	244	188	4	14	12	0	15		198.6	9		
gene1733	CP007536.1	1393235	1394620	-	1386	4049	3767	3191	3065	4017	11	12	1	18	3		3617.8	9		
gene1899	CP007536.1	1522860	1523195	+	336	96	94	87	103	110	10	11	6	6	12		98	9		
gene2575	CP007536.1	2054718	2055587	+	870	3286	2879	2537	2351	3723	3	6	20	13	3		2955.2	9		
gene2598	CP007536.1	2073537	2074271	-	735	2155	1830	1746	1871	1971	5	10	0	2	28		1914.6	9		
gene3158	CP007536.1	2501927	2502271	+	345	2898	2711	2547	2442	2478	0	3	17	3	22		2615.2	9		
gene165	CP007536.1	152019	152468	+	450	1979	1596	1360	1334	1610	17	15	3	9	0		1575.8	8.8		
gene231	CP007536.1	198487	199680	+	1194	331	311	262	330	326	0	16	6	15	7		312	8.8		
gene373	CP007536.1	307978	308349	+	372	1490	1256	1015	1187	1504	10	14	4	8	8		1290.4	8.8		
gene546	CP007536.1	423051	423440	+	390	1604	1406	1407	1641	1446	27	0	1	0	16		1500.8	8.8		
gene602	CP007536.1	465396	466790	-	1395	2058	1719	1579	1783	1932	5	13	15	11	0		1814.2	8.8		
gene613	CP007536.1	474167	475270	-	1104	2886	2443	2306	2221	2625	8	4	0	10	22		2496.2	8.8		
gene751	CP007536.1	585595	586047	-	453	405	275	337	450	285	8	10	0	26	0		350.4	8.8		
gene969	CP007536.1	756904	760950	-	4047	2288	2058	1823	2104	2095	0	10	13	4	17		2073.6	8.8		
gene993	CP007536.1	797014	798837	+	1824	191	198	190	184	168	0	11	8	25	0		186.2	8.8		
gene1263	CP007536.1	1005556	1006410	+	855	2542	1987	1739	2074	2971	7	0	17	2	18		2262.6	8.8		
gene1560	CP007536.1	1249209	1250783	-	1575	799	799	833	913	628	21	12	0	0	11		794.4	8.8		
gene1819	CP007536.1	1457509	1458000	-	492	3832	3428	2960	3129	3562	8	20	13	3	0		3382.2	8.8		
gene1958	CP007536.1	1570558	1570674	-	117	338	239	113	102	571	7	0	5	9	23		272.6	8.8		
gene2209	CP007536.1	1761330	1762850	+	1521	292	193	243	275	262	3	0	11	10	20		253	8.8		
gene2259	CP007536.1	1798632	1799444	-	813	1931	1819	1602	2039	2018	3	11	15	4	11		1881.8	8.8		
gene2469	CP007536.1	1972255	1972704	+	450	1161	1001	810	795	1046	14	11	0	7	12		962.6	8.8		
gene2508	CP007536.1	2003972	2004562	-	591	409	328	329	395	371	19	18	6	0	1		366.4	8.8		
gene2646	CP007536.1	2105584	2106540	-	957	1876	1673	1393	1640	1629	0	7	2	20	15		1642.2	8.8		
gene2762	CP007536.1	2205868	2206167	-	300	559	573	493	477	489	3	10	2	6	23		518.2	8.8		
gene66	CP007536.1	52840	53766	+	927	960	897	821	748	950	29	0	5	0	9		875.2	8.6		
gene297	CP007536.1	242687	245917	+	3231	2058	2149	1705	1674	2085	4	12	8	15	4		1934.2	8.6		
gene375	CP007536.1	308785	309036	+	252	1260	1135	998	1284	1038	19	0	0	10	14		1143	8.6		
gene381	CP007536.1	312008	312454	-	447	444	317	271	390	328	6	22	2	13	0		350	8.6		
gene478	CP007536.1	376185	377627	+	1443	4448	4374	3409	3429	4240	0	9	6	12	16		3980	8.6		
gene614	CP007536.1	475227	476009	-	783	3655	3322	2563	2724	3366	6	19	0	2	16		3126	8.6		
gene713	CP007536.1	550891	551598	+	708	2647	2532	2144	2408	2743	19	12	11	1	0		2494.8	8.6		
gene762	CP007536.1	593653	594459	-	807	1760	1460	1355	1469	1593	8	19	2	9	5		1527.4	8.6		
gene1106	CP007536.1	887426	887920	+	495	836	674	572	662	695	2	3	7	14	17		687.8	8.6		
gene1139	CP007536.1	910000	910713	+	714	7608	6712	5692	5623	7229	11	14	9	5	4		6572.8	8.6		
gene1554	CP007536.1	1245729	1245950	+	222	143	111	145	167	103	0	8	28	7	0		133.8	8.6		
gene2204	CP007536.1	1756251	1756973	-	723	837	764	620	700	774	0	16	6	13	8		739	8.6		
gene2387	CP007536.1	1911026	1911538	-	513	911	820	776	734	792	13	13	4	8	5		806.6	8.6		
gene2394	CP007536.1	1915319	1916074	-	756	301	279	203	235	210	12	16	3	12	0		245.6	8.6		
gene2503	CP007536.1	1999204	2000718	+	1515	619	596	578	566	565	9	21	0	4	9		584.8	8.6		
gene2704	CP007536.1	2157070	2158395	+	1326	205	223	229	223	204	3	11	26	0	3		216.8	8.6		
gene3084	CP007536.1	2455436	2455840	-	405	6788	6205	5068	5473	6655	3	8	4	17	11		6037.8	8.6		
gene568	CP007536.1	441432	441656	-	225	3165	2857	3173	4293	2906	4	18	3	13	4		3278.8	8.4		
gene679	CP007536.1	527760	527888	-	129	39	35	30	58	16	6	0	3	20	13		35.6	8.4		
gene988	CP007536.1	790127	792391	-	2265	291	309	313	377	275	8	26	0	0	8		313	8.4		
gene1392	CP007536.1	1110626	1111123	+	498	1235	1003	832	932	950	9	5	9	12	7		990.4	8.4		
gene1604	CP007536.1	1289527	1290150	+	624	938	755	809	984	758	0	7	20	11	4		848.8	8.4		
gene1990	CP007536.1	1592814	1594199	-	1386	272	273	281	263	313	6	9	1	12	14		280.4	8.4		
gene2047	CP007536.1	1636431	1637624	+	1194	654	536	470	664	493	8	21	6	5	2		563.4	8.4		
gene2052	CP007536.1	1639867	1640169	-	303	154	181	122	168	143	12	8	7	5	10		153.6	8.4		
gene2245	CP007536.1	1788247	1788492	-	246	455	389	383	437	439	3	15	2	17	5		420.6	8.4		
gene2265	CP007536.1	1803266	1804402	+	1137	55	70	74	40	86	3	5	26	8	0		65	8.4		
gene2826	CP007536.1	2254108	2255892	+	1785	236	222	165	225	192	10	12	2	11	7		208	8.4		
gene2837	CP007536.1	2262236	2263033	-	798	3645	3443	2772	2627	3230	2	3	0	14	23		3143.4	8.4		
gene2995	CP007536.1	2381947	2383020	+	1074	1002	771	819	755	881	8	1	1	15	17		845.6	8.4		
gene3152	CP007536.1	2499304	2499825	-	522	1379	1102	1164	1241	1243	0	28	7	7	0		1225.8	8.4		
gene11	CP007536.1	10142	10774	+	633	552	531	545	578	561	3	14	11	12	1		553.4	8.2		
gene1327	CP007536.1	1061178	1061894	+	717	510	447	376	371	383	9	10	16	3	3		417.4	8.2		
gene1415	CP007536.1	1126538	1126885	-	348	408	334	382	543	317	0	5	9	7	20		396.8	8.2		
gene1563	CP007536.1	1253090	1253392	-	303	304	192	340	379	270	0	19	14	0	8		297	8.2		
gene1649	CP007536.1	1321266	1321577	-	312	1458	1372	1107	1155	1293	14	2	0	18	7		1277	8.2		
gene1748	CP007536.1	1405474	1406337	-	864	442	365	380	444	467	20	6	15	0	0		419.6	8.2		
gene2627	CP007536.1	2096725	2097465	+	741	602	546	433	463	538	0	17	11	8	5		516.4	8.2		
gene2961	CP007536.1	2358081	2358155	+	75	48	62	72	90	56	0	0	11	8	22		65.6	8.2		
gene3135	CP007536.1	2486496	2486582	+	87	30	23	25	52	52	2	0	0	29	10		36.4	8.2		
gene2	CP007536.1	1831	2433	-	603	932	841	722	764	962	20	11	0	4	5		844.2	8		
gene156	CP007536.1	144179	145282	+	1104	586	557	508	509	531	9	13	7	3	8		538.2	8		
gene240	CP007536.1	204426	204752	+	327	1935	1787	1651	1668	1630	3	13	5	4	15		1734.2	8		
gene479	CP007536.1	377599	377886	+	288	491	403	412	495	640	17	19	0	4	0		488.2	8		
gene505	CP007536.1	396468	397634	-	1167	796	830	632	625	887	7	12	14	7	0		754	8		
gene506	CP007536.1	397615	398592	-	978	5471	4784	3658	3815	6344	19	3	1	7	10		4814.4	8		
gene745	CP007536.1	578771	580297	-	1527	344	252	214	239	274	7	10	3	6	14		264.6	8		
gene768	CP007536.1	596851	597195	+	345	626	567	525	570	570	4	14	12	7	3		571.6	8		
gene1151	CP007536.1	919394	919468	-	75	35	27	13	35	41	0	23	0	17	0		30.2	8		
gene1829	CP007536.1	1464348	1464716	-	369	1201	1072	1010	1212	1019	0	9	8	6	17		1102.8	8		
gene1895	CP007536.1	1520486	1521112	-	627	987	947	991	1356	868	4	6	3	8	19		1029.8	8		
gene2214	CP007536.1	1767545	1768204	+	660	323	251	217	233	297	0	5	0	24	11		264.2	8		
gene2370	CP007536.1	1899563	1899775	-	213	1164	1012	893	1004	1155	7	10	3	20	0		1045.6	8		
gene2593	CP007536.1	2069707	2069943	-	237	2348	1956	2119	2188	2549	22	2	11	5	0		2232	8		
gene2669	CP007536.1	2125977	2126405	-	429	3199	2362	2497	2744	2967	5	0	4	15	16		2753.8	8		
gene2728	CP007536.1	2179938	2180705	+	768	1947	1843	1598	1511	2266	7	10	9	5	9		1833	8		
gene2934	CP007536.1	2333608	2333889	-	282	36	31	39	70	56	0	7	9	7	17		46.4	8		
gene3127	CP007536.1	2481237	2481719	+	483	402	364	262	391	376	11	12	12	0	5		359	8		
gene714	CP007536.1	551602	552858	+	1257	1813	1612	1476	1584	1689	13	5	12	9	0		1634.8	7.8		
gene837	CP007536.1	647174	647713	-	540	308	255	269	332	180	12	5	13	0	9		268.8	7.8		
gene1148	CP007536.1	916348	916938	+	591	625	662	603	495	420	18	0	13	8	0		561	7.8		
gene1542	CP007536.1	1236304	1236648	+	345	1643	1631	1543	2040	1679	7	10	6	12	4		1707.2	7.8		
gene1707	CP007536.1	1368881	1369291	-	411	3380	3069	2571	3001	3364	12	4	12	7	4		3077	7.8		
gene1891	CP007536.1	1517101	1517931	-	831	2195	1973	1895	1786	2091	5	0	9	2	23		1988	7.8		
gene1910	CP007536.1	1530579	1531028	+	450	220	209	193	161	221	31	6	1	0	1		200.8	7.8		
gene1957	CP007536.1	1570094	1570516	-	423	645	547	343	377	976	25	0	1	6	7		577.6	7.8		
gene2239	CP007536.1	1785451	1786116	-	666	1925	1557	1463	1688	1805	17	9	7	6	0		1687.6	7.8		
gene2268	CP007536.1	1806768	1807232	+	465	2090	1906	1811	1876	2163	9	15	0	0	15		1969.2	7.8		
gene2280	CP007536.1	1815550	1815789	+	240	132	132	114	137	111	0	9	8	12	10		125.2	7.8		
gene3043	CP007536.1	2416529	2417518	-	990	896	869	746	699	925	0	22	7	7	3		827	7.8		
gene36	CP007536.1	28382	28774	+	393	618	628	581	622	617	13	5	0	2	18		613.2	7.6		
gene201	CP007536.1	177149	177988	+	840	1390	1363	1215	1283	1311	0	4	4	2	28		1312.4	7.6		
gene750	CP007536.1	585236	585508	+	273	128	93	111	185	91	10	18	4	6	0		121.6	7.6		
gene821	CP007536.1	635772	636230	+	459	931	902	740	900	992	15	12	1	5	5		893	7.6		
gene1008	CP007536.1	810490	811008	+	519	26	19	30	6	35	3	15	5	2	13		23.2	7.6		
gene1085	CP007536.1	865678	866091	+	414	417	462	407	342	397	2	0	22	8	6		405	7.6		
gene1224	CP007536.1	970871	971179	-	309	399	410	363	419	359	10	5	14	9	0		390	7.6		
gene1953	CP007536.1	1567104	1567949	-	846	1136	1099	841	832	1097	11	11	5	9	2		1001	7.6		
gene2049	CP007536.1	1638312	1638851	-	540	88	78	59	91	91	8	0	11	0	19		81.4	7.6		
gene2138	CP007536.1	1703859	1704215	+	357	690	580	492	574	509	4	3	21	7	3		569	7.6		
gene2594	CP007536.1	2070196	2070405	-	210	247	217	239	252	160	5	0	6	19	8		223	7.6		
gene3038	CP007536.1	2413537	2413656	-	120	27	20	18	16	27	16	0	13	0	9		21.6	7.6		
gene3178	CP007536.1	2521706	2521852	+	147	492	307	343	387	370	11	25	0	0	2		379.8	7.6		
gene20	CP007536.1	18385	18855	-	471	3559	3044	2788	2986	3173	0	6	4	7	20		3110	7.4		
gene57	CP007536.1	45696	45932	+	237	1009	751	747	781	819	26	3	0	3	5		821.4	7.4		
gene241	CP007536.1	204758	205090	+	333	1344	1071	1102	1320	1125	4	15	10	8	0		1192.4	7.4		
gene281	CP007536.1	232500	234245	-	1746	589	582	497	683	569	0	26	0	10	1		584	7.4		
gene290	CP007536.1	239364	240752	-	1389	1474	1224	1131	1031	1317	6	0	17	4	10		1235.4	7.4		
gene742	CP007536.1	575040	576128	-	1089	1841	1591	1439	1638	1391	7	10	7	3	10		1580	7.4		
gene808	CP007536.1	626712	627689	-	978	3120	2901	2262	2556	3101	7	18	1	2	9		2788	7.4		
gene835	CP007536.1	645926	646390	+	465	130	150	132	235	168	9	7	10	11	0		163	7.4		
gene970	CP007536.1	761062	764400	+	3339	1550	1415	1204	1403	1511	0	11	0	10	16		1416.6	7.4		
gene998	CP007536.1	800900	801601	+	702	105	67	65	101	98	8	28	0	0	1		87.2	7.4		
gene1053	CP007536.1	841475	842131	+	657	1269	1041	1099	1040	1165	14	19	4	0	0		1122.8	7.4		
gene1174	CP007536.1	935712	936089	+	378	1784	1583	1622	1838	1515	0	11	8	9	9		1668.4	7.4		
gene1566	CP007536.1	1255606	1257927	-	2322	526	383	389	510	411	0	13	2	4	18		443.8	7.4		
gene2128	CP007536.1	1697437	1698276	-	840	927	941	835	970	744	0	0	21	2	14		883.4	7.4		
gene2270	CP007536.1	1807979	1808215	-	237	672	612	562	514	623	0	7	9	18	3		596.6	7.4		
gene2306	CP007536.1	1843597	1844265	-	669	1672	1529	1686	2357	1651	0	9	7	21	0		1779	7.4		
gene2920	CP007536.1	2322981	2324495	-	1515	1180	966	869	848	1112	14	5	0	12	6		995	7.4		
gene447	CP007536.1	351388	351717	-	330	430	325	330	296	293	14	4	4	12	2		334.8	7.2		
gene791	CP007536.1	613622	615079	-	1458	2960	2713	2561	2478	2612	11	0	0	21	4		2664.8	7.2		
gene869	CP007536.1	673651	674325	-	675	2720	2192	2071	1818	2404	19	8	2	0	7		2241	7.2		
gene1057	CP007536.1	845118	845654	+	537	79	85	49	97	106	14	5	6	0	11		83.2	7.2		
gene1176	CP007536.1	936518	937066	+	549	3658	3642	3030	3419	3662	9	0	0	20	7		3482.2	7.2		
gene1394	CP007536.1	1112278	1113321	+	1044	359	340	313	356	317	14	0	5	6	11		337	7.2		
gene1562	CP007536.1	1252637	1253083	-	447	324	221	347	280	208	0	0	1	3	32		276	7.2		
gene1582	CP007536.1	1268245	1268976	-	732	427	311	313	345	331	7	9	2	6	12		345.4	7.2		
gene1843	CP007536.1	1473367	1474269	-	903	1111	982	831	872	1133	0	3	15	11	7		985.8	7.2		
gene1868	CP007536.1	1497682	1498287	+	606	6047	5267	4515	4861	6074	13	4	10	4	5		5352.8	7.2		
gene1970	CP007536.1	1577953	1578534	-	582	147	130	97	121	103	2	0	18	0	16		119.6	7.2		
gene1993	CP007536.1	1595448	1595939	+	492	1201	1073	897	1124	1128	0	7	0	7	22		1084.6	7.2		
gene2163	CP007536.1	1725548	1726753	-	1206	1978	1610	1361	1230	1843	6	17	8	5	0		1604.4	7.2		
gene2973	CP007536.1	2365991	2366236	-	246	271	241	180	271	184	1	6	8	0	21		229.4	7.2		
gene2980	CP007536.1	2370052	2371098	-	1047	1629	1305	1164	1128	1526	14	12	0	2	8		1350.4	7.2		
gene3048	CP007536.1	2420251	2420484	-	234	1934	1937	1579	1751	1895	17	2	0	17	0		1819.2	7.2		
gene43	CP007536.1	33788	35455	+	1668	2474	2254	1799	1984	2366	0	0	18	6	11		2175.4	7		
gene244	CP007536.1	206684	207310	+	627	1941	1743	1627	1511	1864	7	15	2	5	6		1737.2	7		
gene466	CP007536.1	368677	368898	-	222	493	403	443	379	425	29	0	1	5	0		428.6	7		
gene521	CP007536.1	408307	408699	-	393	5285	4909	4254	4067	4271	3	7	6	9	10		4557.2	7		
gene595	CP007536.1	461834	462370	+	537	994	955	799	994	938	4	11	11	3	6		936	7		
gene606	CP007536.1	470123	470977	-	855	1330	1229	1082	1122	1458	8	13	9	5	0		1244.2	7		
gene811	CP007536.1	629312	629644	-	333	1232	1207	1100	1027	922	1	14	1	7	12		1097.6	7		
gene851	CP007536.1	656285	657154	-	870	5132	4760	3867	4115	5014	6	12	1	5	11		4577.6	7		
gene994	CP007536.1	798856	799596	-	741	324	316	297	263	274	4	0	26	0	5		294.8	7		
gene1102	CP007536.1	877092	878783	+	1692	431	329	294	306	303	3	0	28	0	4		332.6	7		
gene1484	CP007536.1	1188102	1188746	+	645	1493	1366	1155	1256	1387	7	9	5	9	5		1331.4	7		
gene1504	CP007536.1	1202202	1202468	+	267	238	174	203	238	187	16	2	13	0	4		208	7		
gene1537	CP007536.1	1234373	1234654	+	282	91	99	74	93	51	21	11	1	0	2		81.6	7		
gene2149	CP007536.1	1715477	1715641	-	165	695	796	683	737	773	23	12	0	0	0		736.8	7		
gene2587	CP007536.1	2066662	2068044	+	1383	1290	1203	1054	1189	1214	1	7	5	14	8		1190	7		
gene2611	CP007536.1	2087700	2088068	-	369	1113	964	1140	1023	996	6	8	0	6	15		1047.2	7		
gene2764	CP007536.1	2207333	2207566	+	234	2215	1653	1892	2186	2171	16	9	4	6	0		2023.4	7		
gene138	CP007536.1	131493	133085	-	1593	302	292	268	257	345	7	0	19	4	4		292.8	6.8		
gene324	CP007536.1	263057	263617	-	561	580	476	479	483	425	3	5	9	0	17		488.6	6.8		
gene344	CP007536.1	283381	284508	-	1128	557	485	470	597	561	12	13	0	8	1		534	6.8		
gene382	CP007536.1	313316	313391	-	76	41	36	49	85	59	15	4	12	3	0		54	6.8		
gene457	CP007536.1	360551	361621	+	1071	1015	830	786	809	823	10	11	13	0	0		852.6	6.8		
gene597	CP007536.1	462835	463311	-	477	1066	847	832	1078	925	0	11	5	15	3		949.6	6.8		
gene635	CP007536.1	493098	495239	-	2142	429	371	288	369	390	5	16	2	6	5		369.4	6.8		
gene965	CP007536.1	753332	753793	+	462	755	595	559	604	711	18	0	0	9	7		644.8	6.8		
gene1233	CP007536.1	980609	981133	-	525	3004	2900	2179	2469	2704	0	15	1	5	13		2651.2	6.8		
gene1330	CP007536.1	1062634	1064040	-	1407	1520	1350	1277	1522	1535	4	12	4	11	3		1440.8	6.8		
gene1373	CP007536.1	1098256	1099530	-	1275	1800	1477	1449	1572	1927	18	7	5	0	4		1645	6.8		
gene1639	CP007536.1	1314478	1314648	-	171	523	427	395	567	446	19	11	1	3	0		471.6	6.8		
gene1836	CP007536.1	1470057	1470851	+	795	2755	2508	2016	1972	2763	7	0	11	16	0		2402.8	6.8		
gene2426	CP007536.1	1941708	1942004	+	297	1989	1863	1593	1635	2103	21	7	0	6	0		1836.6	6.8		
gene2498	CP007536.1	1995851	1996297	+	447	161	159	135	181	143	16	3	7	0	8		155.8	6.8		
gene2730	CP007536.1	2181333	2182121	-	789	2455	2122	1979	1804	2271	0	23	5	6	0		2126.2	6.8		
gene2767	CP007536.1	2209267	2209410	+	144	313	241	251	264	243	21	5	6	2	0		262.4	6.8		
gene2895	CP007536.1	2305978	2306361	-	384	493	439	408	374	478	27	0	0	4	3		438.4	6.8		
gene3061	CP007536.1	2430255	2430893	-	639	266	255	264	223	255	17	5	9	0	3		252.6	6.8		
gene16	CP007536.1	15152	16015	-	864	2571	2258	1938	2018	2538	17	6	0	10	0		2264.6	6.6		
gene310	CP007536.1	251570	251902	+	333	1110	883	876	891	892	18	7	5	0	3		930.4	6.6		
gene1309	CP007536.1	1044081	1044803	-	723	1605	1263	1255	1416	1391	13	0	8	11	1		1386	6.6		
gene1384	CP007536.1	1105358	1105735	+	378	425	429	342	520	439	2	7	0	8	16		431	6.6		
gene1487	CP007536.1	1189101	1189676	+	576	657	551	522	576	524	1	5	5	10	12		566	6.6		
gene1980	CP007536.1	1585958	1586551	-	594	681	645	510	601	668	19	0	5	5	4		621	6.6		
gene1994	CP007536.1	1595986	1596714	-	729	191	177	137	173	213	2	17	0	0	14		178.2	6.6		
gene2333	CP007536.1	1868112	1869983	-	1872	773	749	549	596	703	0	10	0	3	20		674	6.6		
gene2471	CP007536.1	1973610	1974458	-	849	985	820	853	936	963	3	5	0	14	11		911.4	6.6		
gene2695	CP007536.1	2148591	2150519	+	1929	2498	2312	1863	1919	2406	0	16	5	6	6		2199.6	6.6		
gene2839	CP007536.1	2263586	2264608	-	1023	1396	1356	1414	1147	1166	6	5	0	10	12		1295.8	6.6		
gene3022	CP007536.1	2401768	2401953	+	186	170	124	158	141	124	25	0	0	0	8		143.4	6.6		
gene76	CP007536.1	60056	61063	+	1008	2411	2006	1640	1774	2275	9	8	5	1	9		2021.2	6.4		
gene332	CP007536.1	270673	271302	-	630	1228	1156	1045	1044	1167	13	0	0	13	6		1128	6.4		
gene484	CP007536.1	380932	381222	+	291	298	256	217	279	318	25	0	5	2	0		273.6	6.4		
gene562	CP007536.1	435566	436396	-	831	376	392	427	330	435	9	0	1	9	13		392	6.4		
gene688	CP007536.1	532351	533823	+	1473	115	98	76	74	122	16	0	15	0	1		97	6.4		
gene695	CP007536.1	538374	538694	-	321	916	750	777	1022	720	12	7	6	7	0		837	6.4		
gene1243	CP007536.1	988023	989267	-	1245	1092	982	824	806	1002	25	0	0	4	3		941.2	6.4		
gene1449	CP007536.1	1160791	1161294	-	504	675	751	667	699	638	6	0	15	11	0		686	6.4		
gene1918	CP007536.1	1538476	1540299	+	1824	762	669	607	637	760	17	3	4	8	0		687	6.4		
gene2546	CP007536.1	2032445	2033431	-	987	325	211	202	242	296	10	0	8	0	14		255.2	6.4		
gene3069	CP007536.1	2440254	2440937	-	684	339	320	309	376	317	12	0	6	10	4		332.2	6.4		
gene135	CP007536.1	128192	129850	+	1659	1769	1542	1405	1491	1752	5	0	0	10	16		1591.8	6.2		
gene254	CP007536.1	214562	214792	+	231	686	489	547	619	749	0	0	26	0	5		618	6.2		
gene453	CP007536.1	356528	357325	+	798	2249	1954	1831	1871	1979	17	4	0	10	0		1976.8	6.2		
gene743	CP007536.1	576264	577094	-	831	116	131	81	95	154	8	5	0	10	8		115.4	6.2		
gene1142	CP007536.1	912920	913108	+	189	537	515	515	456	648	2	8	0	0	21		534.2	6.2		
gene1279	CP007536.1	1018790	1019614	-	825	758	613	672	596	707	15	0	0	16	0		669.2	6.2		
gene1287	CP007536.1	1026076	1026747	-	672	201	228	207	184	247	11	16	0	1	3		213.4	6.2		
gene1379	CP007536.1	1102690	1103175	+	486	914	679	741	959	719	0	0	16	10	5		802.4	6.2		
gene1458	CP007536.1	1169020	1169811	-	792	342	319	325	388	287	0	0	9	9	13		332.2	6.2		
gene1751	CP007536.1	1407636	1408097	-	462	2185	2233	1814	1942	2193	7	5	7	6	6		2073.4	6.2		
gene1856	CP007536.1	1488623	1488925	-	303	346	218	243	261	207	7	15	0	3	6		255	6.2		
gene2010	CP007536.1	1607488	1608006	-	519	536	502	431	567	511	11	3	12	5	0		509.4	6.2		
gene2279	CP007536.1	1814218	1815189	-	972	2687	2513	2109	1661	2536	0	0	27	4	0		2301.2	6.2		
